module	name	pathway group	Algiphilus_aromaticivorans_DG1253_APAlg.faa.ko	Algiphilus_sp_SW459_GCF_023145115.1.faa.ko	Arenibacter_algicola_GCF_002234495.1.faa.ko	Arenibacter_algicola_GCF_006789585.1.faa.ko	Arenibacter_algicola_GCF_018860365.1.faa.ko	Arenibacter_algicola_TG409_APAre.faa.ko	Arenibacter_echinorum_GCF_003259375.1.faa.ko	Arenibacter_sp_NBRC_GCF_001748465.2.faa.ko	Halomonas_alkaliantarctica_GCF_029854215.1.faa.ko	Halomonas_hibernica_GCF_013183775.1.faa.ko	Halomonas_sp._TG39a_APHal.faa.ko	Halomonas_ventosae_GCF_002257525.1.faa.ko	Halomonas_ventosae_GCF_004363555.1.faa.ko	Marinobacter_algicola_DG893_GCF_000170835.1.faa.ko	Marinobacter_salarius_GCF_000831005.1.faa.ko	Marinobacter_salarius_GCF_002116735.1.faa.ko	Marinobacter_salarius_GCF_003986605.1.faa.ko	Marinobacter_sediminicola_GCF_031157525.1.faa.ko	Marinobacter_sp_strain_MCTG268_APMar.faa.ko	Marinobacter_xiaoshiensis_GCF_031631795.1.faa.ko	Oceanicola_granulosus_HTCC2516_GCF_000153305.1.faa.ko	Oceanicola_sp._D3_GCF_006351965.1.faa.ko	Oceanicola_sp_MCTG1561a_APOce.faa.ko	Porticoccus_hydrocarbonoclasticus_MCTG13d_APPor.faa.ko	Porticoccus_litoralis_GCF_030676955.1.faa.ko	Roseovarius_indicus_GCF_008728195.1.faa.ko	Roseovarius_mucosus_DSM_17069_GCF_000768555.3.faa.ko	Roseovarius_nanhaiticus_GCF_900156535.1.faa.ko	Roseovarius_sp_217_GCF_000152845.1.faa.ko	Roseovarius_sp_GCF_018066915.1.faa.ko	Roseovarius_sp_MCTG1562b_APRos.faa.ko
M00785	Cycloserine biosynthesis, arginine--serine => cycloserine	Biosynthesis of other secondary metabolites	25.0	25.0	50.0	60.0	40.0	60.0	40.0	60.0	25.0	25.0	50.0	50.0	0.0	25.0	25.0	25.0	25.0	40.0	25.0	40.0	0.0	0.0	25.0	25.0	0.0	25.0	25.0	40.0	20.0	40.0	60.0
M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C--A	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00787	Bacilysin biosynthesis, prephenate => bacilysin	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00788	Terpentecin biosynthesis, GGAP => terpentecin	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	Biosynthesis of other secondary metabolites	0.0	0.0	16.67	33.33	16.67	33.33	16.67	33.33	0.0	0.0	0.0	8.33	0.0	0.0	0.0	16.67	8.33	16.67	0.0	0.0	16.67	16.67	8.33	0.0	0.0	8.33	0.0	0.0	0.0	25.0	0.0
M00790	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	Biosynthesis of other secondary metabolites	25.0	0.0	0.0	25.0	25.0	25.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	25.0	25.0
M00805	Staurosporine biosynthesis, tryptophan => staurosporine	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00808	Violacein biosynthesis, tryptophan => violacein	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00819	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone	Biosynthesis of other secondary metabolites	0.0	14.29	14.29	0.0	0.0	0.0	14.29	0.0	0.0	0.0	0.0	0.0	14.29	0.0	14.29	14.29	0.0	14.29	0.0	14.29	0.0	14.29	0.0	0.0	0.0	0.0	0.0	14.29	0.0	0.0	14.29
M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.29	14.29	14.29	14.29	14.29	14.29	14.29	0.0	14.29	14.29	0.0	0.0	0.0	14.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00837	Prodigiosin biosynthesis, L-proline => prodigiosin	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00848	Aurachin biosynthesis, anthranilate => aurachin A	Biosynthesis of other secondary metabolites	37.5	12.5	28.12	28.12	15.62	28.12	40.62	28.12	12.5	3.12	40.62	28.12	0.0	12.5	12.5	0.0	12.5	12.5	0.0	0.0	0.0	0.0	25.0	12.5	28.12	28.12	25.0	15.62	15.62	28.12	34.38
M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	Biosynthesis of other secondary metabolites	14.29	14.29	0.0	0.0	14.29	0.0	0.0	0.0	14.29	14.29	14.29	14.29	14.29	28.57	42.86	14.29	28.57	14.29	28.57	14.29	28.57	14.29	0.0	14.29	0.0	0.0	14.29	14.29	14.29	14.29	28.57
M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33
M00877	Kanosamine biosynthesis glucose 6-phosphate => kanosamine	Biosynthesis of other secondary metabolites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00019	Valine--isoleucine biosynthesis, pyruvate => valine -- 2-oxobutanoate => isoleucine	Branched-chain amino acid metabolism	50.0	50.0	75.0	50.0	50.0	50.0	75.0	50.0	50.0	50.0	75.0	75.0	75.0	50.0	50.0	50.0	50.0	50.0	75.0	50.0	50.0	50.0	50.0	50.0	75.0	50.0	50.0	50.0	50.0	50.0	50.0
M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Branched-chain amino acid metabolism	36.11	44.44	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	41.67	27.78	41.67	41.67	41.67	58.33	41.67	27.78	33.33	41.67	11.11	52.78	50.0	36.11	25.0	44.44	44.44	44.44
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Branched-chain amino acid metabolism	66.67	66.67	33.33	33.33	33.33	33.33	33.33	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	33.33	33.33	66.67	66.67	100.0	66.67	66.67	66.67	66.67	33.33	66.67
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Branched-chain amino acid metabolism	33.33	33.33	66.67	66.67	66.67	66.67	66.67	66.67	33.33	33.33	66.67	66.67	33.33	33.33	66.67	66.67	66.67	33.33	66.67	66.67	66.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	0.0	33.33
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Branched-chain amino acid metabolism	40.0	40.0	60.0	40.0	40.0	40.0	60.0	40.0	40.0	40.0	60.0	60.0	60.0	40.0	40.0	40.0	40.0	40.0	60.0	40.0	40.0	40.0	40.0	40.0	60.0	40.0	40.0	40.0	40.0	40.0	40.0
M00165	Reductive pentose phosphate cycle (Calvin cycle)	Carbon fixation	36.36	36.36	27.27	27.27	27.27	45.45	27.27	45.45	36.36	36.36	36.36	36.36	36.36	36.36	36.36	36.36	36.36	36.36	36.36	36.36	54.55	54.55	59.09	36.36	63.64	54.55	54.55	54.55	54.55	54.55	54.55
M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Carbon fixation	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	62.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Carbon fixation	28.57	28.57	14.29	14.29	14.29	42.86	14.29	42.86	28.57	28.57	28.57	28.57	28.57	28.57	28.57	28.57	28.57	28.57	28.57	28.57	57.14	57.14	57.14	28.57	71.43	57.14	57.14	57.14	57.14	57.14	57.14
M00168	CAM (Crassulacean acid metabolism), dark	Carbon fixation	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	100.0	100.0	100.0	100.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00169	CAM (Crassulacean acid metabolism), light	Carbon fixation	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	50.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0
M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Carbon fixation	0.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	25.0	25.0	25.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0
M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Carbon fixation	0.0	14.29	0.0	0.0	0.0	0.0	0.0	0.0	14.29	14.29	14.29	14.29	14.29	14.29	0.0	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	0.0	0.0	14.29	14.29	14.29	14.29	14.29	14.29
M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Carbon fixation	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Carbon fixation	20.0	27.27	29.55	38.64	38.64	29.55	38.64	29.55	45.45	45.45	38.64	38.64	34.09	20.45	30.0	22.73	22.73	34.09	20.45	25.0	40.91	40.91	40.91	30.0	40.0	31.82	31.82	40.91	31.82	31.82	31.82
M00374	Dicarboxylate-hydroxybutyrate cycle	Carbon fixation	23.08	30.77	25.0	25.0	25.0	25.0	25.0	25.0	38.46	38.46	40.38	40.38	28.85	21.15	23.08	23.08	30.77	28.85	21.15	28.85	19.23	19.23	19.23	30.77	36.54	34.62	19.23	23.08	23.08	23.08	23.08
M00375	Hydroxypropionate-hydroxybutylate cycle	Carbon fixation	10.71	10.71	10.71	10.71	10.71	10.71	10.71	10.71	7.14	7.14	7.14	7.14	14.29	10.71	10.71	10.71	17.86	7.14	10.71	7.14	10.71	17.86	10.71	17.86	17.86	25.0	10.71	10.71	14.29	10.71	14.29
M00376	3-Hydroxypropionate bi-cycle	Carbon fixation	15.74	15.74	23.15	23.15	23.15	23.15	23.15	23.15	21.3	21.3	25.0	25.0	17.59	23.15	26.85	26.85	26.85	32.14	23.15	17.59	37.96	32.14	46.43	15.74	34.26	60.71	60.71	46.43	60.71	57.14	60.71
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Carbon fixation	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	28.57	28.57	14.29	14.29	42.86	42.86	14.29	28.57	35.71	28.57	50.0	28.57	50.0	42.86	50.0	0.0	21.43	42.86	42.86	50.0	42.86	42.86	42.86
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Carbon fixation	0.0	0.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Carbon fixation	21.43	21.43	14.29	14.29	14.29	14.29	14.29	14.29	21.43	21.43	21.43	21.43	21.43	21.43	21.43	21.43	21.43	21.43	21.43	21.43	14.29	21.43	21.43	21.43	25.0	14.29	14.29	21.43	21.43	21.43	21.43
M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Central carbohydrate metabolism	40.0	40.0	70.0	60.0	60.0	60.0	70.0	70.0	60.0	50.0	60.0	60.0	40.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	40.0	80.0	50.0	40.0	50.0	40.0	40.0	40.0
M00002	Glycolysis, core module involving three-carbon compounds	Central carbohydrate metabolism	50.0	50.0	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	50.0	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	100.0	66.67	66.67	66.67	66.67	66.67	66.67
M00003	Gluconeogenesis, oxaloacetate => fructose-6P	Central carbohydrate metabolism	28.57	28.57	75.0	62.5	62.5	62.5	75.0	75.0	62.5	57.14	62.5	62.5	62.5	57.14	42.86	57.14	57.14	57.14	57.14	57.14	62.5	62.5	62.5	42.86	87.5	62.5	62.5	62.5	62.5	62.5	62.5
M00004	Pentose phosphate pathway (Pentose phosphate cycle)	Central carbohydrate metabolism	28.57	28.57	37.5	37.5	37.5	50.0	50.0	50.0	50.0	37.5	50.0	50.0	25.0	37.5	37.5	37.5	37.5	50.0	37.5	50.0	50.0	37.5	37.5	14.29	71.43	50.0	37.5	50.0	37.5	37.5	37.5
M00005	PRPP biosynthesis, ribose 5P => PRPP	Central carbohydrate metabolism	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Central carbohydrate metabolism	0.0	0.0	66.67	66.67	66.67	66.67	100.0	66.67	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	66.67	33.33	33.33	0.0	0.0	66.67	66.67	66.67	66.67	66.67	66.67
M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Central carbohydrate metabolism	50.0	50.0	0.0	0.0	0.0	25.0	0.0	25.0	50.0	25.0	50.0	50.0	25.0	25.0	25.0	25.0	25.0	50.0	25.0	50.0	25.0	25.0	25.0	25.0	100.0	25.0	25.0	25.0	25.0	25.0	25.0
M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Central carbohydrate metabolism	0.0	0.0	50.0	50.0	50.0	50.0	75.0	50.0	50.0	50.0	50.0	50.0	50.0	25.0	75.0	50.0	50.0	50.0	50.0	50.0	75.0	50.0	50.0	0.0	0.0	50.0	25.0	25.0	25.0	25.0	25.0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	Central carbohydrate metabolism	62.5	62.5	40.62	53.12	53.12	40.62	53.12	40.62	75.0	75.0	65.62	65.62	55.21	46.88	45.83	45.83	45.83	59.38	46.88	46.88	56.25	47.92	56.25	62.5	71.88	56.25	43.75	56.25	43.75	43.75	43.75
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Central carbohydrate metabolism	66.67	66.67	0.0	33.33	33.33	0.0	33.33	0.0	100.0	100.0	66.67	66.67	66.67	33.33	33.33	33.33	33.33	66.67	33.33	33.33	33.33	33.33	33.33	66.67	66.67	33.33	0.0	33.33	0.0	0.0	0.0
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Central carbohydrate metabolism	60.0	60.0	65.0	65.0	65.0	65.0	65.0	65.0	60.0	60.0	65.0	65.0	48.33	55.0	53.33	53.33	53.33	55.0	55.0	55.0	70.0	56.67	70.0	60.0	75.0	70.0	70.0	70.0	70.0	70.0	70.0
M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	Central carbohydrate metabolism	50.0	75.0	80.0	80.0	80.0	80.0	80.0	80.0	75.0	75.0	75.0	75.0	50.0	75.0	50.0	50.0	50.0	75.0	75.0	75.0	80.0	60.0	80.0	50.0	75.0	80.0	80.0	80.0	80.0	60.0	80.0
M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Central carbohydrate metabolism	40.0	40.0	60.0	60.0	80.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	40.0	50.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	40.0	40.0	60.0	40.0	40.0	40.0	40.0	40.0
M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate--galactonate => glycerate	Central carbohydrate metabolism	11.11	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.11	11.11	0.0	0.0	11.11	11.11	11.11	11.11	11.11	11.11
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Central carbohydrate metabolism	0.0	0.0	33.33	33.33	33.33	33.33	33.33	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate--galactonate => glycerate-3P	Central carbohydrate metabolism	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00112	Tocopherol--tocotorienol biosynthesis	Cofactor and vitamin metabolism	0.0	0.0	25.0	25.0	0.0	25.0	25.0	25.0	25.0	25.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	25.0	0.0	25.0	0.0	25.0	25.0	25.0	25.0	0.0	25.0
M00115	NAD biosynthesis, aspartate => NAD	Cofactor and vitamin metabolism	80.0	80.0	100.0	100.0	60.0	100.0	60.0	60.0	80.0	100.0	80.0	80.0	80.0	60.0	80.0	80.0	80.0	100.0	80.0	80.0	80.0	20.0	80.0	100.0	100.0	20.0	20.0	20.0	20.0	20.0	80.0
M00116	Menaquinone biosynthesis, chorismate => menaquinol	Cofactor and vitamin metabolism	0.0	0.0	11.11	11.11	11.11	11.11	11.11	11.11	22.22	22.22	22.22	22.22	0.0	0.0	11.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.11	0.0	0.0	0.0	0.0	0.0
M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	Cofactor and vitamin metabolism	22.22	11.11	0.0	0.0	0.0	0.0	0.0	0.0	33.33	44.44	33.33	33.33	44.44	33.33	33.33	33.33	33.33	33.33	33.33	44.44	22.22	33.33	11.11	55.56	44.44	11.11	11.11	11.11	11.11	0.0	16.67
M00119	Pantothenate biosynthesis, valine--L-aspartate => pantothenate	Cofactor and vitamin metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	25.0	25.0	25.0	25.0	25.0	50.0	25.0	25.0	25.0	25.0	100.0	100.0	25.0	25.0	25.0	25.0	25.0	25.0
M00120	Coenzyme A biosynthesis, pantothenate => CoA	Cofactor and vitamin metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	Cofactor and vitamin metabolism	20.0	10.0	20.0	20.0	20.0	20.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	10.0	70.0	20.0	20.0	20.0	20.0	20.0	20.0
M00122	Cobalamin biosynthesis, cobinamide => cobalamin	Cofactor and vitamin metabolism	80.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	66.67	66.67	66.67	66.67	0.0	66.67	66.67	66.67	66.67	66.67	66.67	66.67	40.0	0.0	40.0	0.0	0.0	40.0	40.0	40.0	33.33	60.0	40.0
M00123	Biotin biosynthesis, pimeloyl-ACP--CoA => biotin	Cofactor and vitamin metabolism	66.67	66.67	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	66.67	66.67	33.33	66.67	66.67	66.67	66.67	66.67	0.0	33.33	0.0	66.67	75.0	0.0	33.33	0.0	33.33	33.33	66.67
M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Cofactor and vitamin metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	66.67	66.67	66.67	66.67	50.0	66.67	50.0	66.67	66.67	66.67	66.67	66.67	16.67	16.67	16.67	50.0	33.33	16.67	16.67	16.67	16.67	16.67	16.67
M00125	Riboflavin biosynthesis, GTP => riboflavin--FMN--FAD	Cofactor and vitamin metabolism	66.67	66.67	50.0	50.0	50.0	50.0	66.67	50.0	66.67	66.67	66.67	66.67	50.0	66.67	66.67	66.67	66.67	42.86	66.67	66.67	50.0	37.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00126	Tetrahydrofolate biosynthesis, GTP => THF	Cofactor and vitamin metabolism	57.14	57.14	33.33	33.33	33.33	33.33	33.33	33.33	42.86	42.86	42.86	42.86	42.86	57.14	50.0	57.14	57.14	57.14	57.14	57.14	50.0	42.86	66.67	33.33	57.14	50.0	50.0	50.0	50.0	50.0	50.0
M00127	Thiamine biosynthesis, AIR => thiamine-P--thiamine-2P	Cofactor and vitamin metabolism	75.0	75.0	33.33	33.33	33.33	33.33	33.33	33.33	100.0	100.0	100.0	100.0	100.0	33.33	75.0	33.33	33.33	33.33	33.33	33.33	50.0	0.0	66.67	0.0	33.33	66.67	50.0	66.67	50.0	75.0	75.0
M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	Cofactor and vitamin metabolism	16.67	16.67	0.0	0.0	0.0	0.0	0.0	0.0	16.67	16.67	16.67	16.67	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	16.67	0.0	0.0	0.0	0.0	0.0	0.0
M00140	C1-unit interconversion, prokaryotes	Cofactor and vitamin metabolism	33.33	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	100.0	100.0	66.67	100.0	100.0	66.67	100.0	66.67	100.0	100.0	100.0	33.33	33.33	100.0	100.0	100.0	100.0	100.0	100.0
M00141	C1-unit interconversion, eukaryotes	Cofactor and vitamin metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Cofactor and vitamin metabolism	33.33	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67	0.0	16.67	16.67	16.67	0.0	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Cofactor and vitamin metabolism	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	20.0	40.0	40.0	40.0	40.0	40.0	0.0	0.0	0.0	40.0	60.0	0.0	20.0	0.0	20.0	20.0	40.0
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Cofactor and vitamin metabolism	40.0	40.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	40.0	40.0	20.0	40.0	40.0	40.0	40.0	40.0	0.0	0.0	0.0	40.0	60.0	0.0	20.0	0.0	20.0	20.0	40.0
M00622	Nicotinate degradation, nicotinate => fumarate	Cofactor and vitamin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	16.67	8.33	0.0	0.0	0.0	0.0	0.0	16.67	16.67	0.0	0.0	0.0	16.67	0.0	16.67	0.0	0.0	0.0
M00810	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine--succinate semialdehyde	Cofactor and vitamin metabolism	0.0	6.67	6.67	6.67	6.67	6.67	6.67	6.67	0.0	0.0	0.0	0.0	6.67	6.67	0.0	6.67	6.67	0.0	6.67	0.0	0.0	0.0	6.67	0.0	0.0	6.67	0.0	0.0	6.67	0.0	0.0
M00811	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	Cofactor and vitamin metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	50.0	20.0	0.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
